x,y,label
-8.98053,7.15195,3.00000
-2.48578,8.01807,0.00000
-1.96936,10.00365,0.00000
-6.80644,-5.94591,2.00000
-9.55462,7.17228,3.00000
-7.62799,-7.61984,2.00000
5.95852,1.01381,1.00000
-6.94622,-7.28879,2.00000
-3.04413,9.62761,0.00000
-2.80345,9.71369,0.00000
-6.65415,-6.61950,2.00000
-6.57775,-7.24988,2.00000
-9.48616,8.33447,3.00000
-8.92914,7.13389,3.00000
-1.27489,8.83416,0.00000
-8.92867,6.57767,3.00000
4.32129,2.59183,1.00000
-6.86230,-6.34516,2.00000
-6.46139,-7.19319,2.00000
5.86496,2.18461,1.00000
-6.99712,-6.36556,2.00000
-1.92075,8.55745,0.00000
4.27804,2.55968,1.00000
-1.73069,9.61412,0.00000
-5.10681,-5.96902,2.00000
-8.17603,8.16084,3.00000
-7.12907,7.85202,3.00000
-2.10957,9.80918,0.00000
-7.16085,-7.58338,2.00000
-2.07631,8.50507,0.00000
-7.74346,6.87602,3.00000
4.71421,1.99284,1.00000
-8.24702,6.64939,3.00000
-3.47472,8.50264,0.00000
-2.87606,9.12093,0.00000
-2.11465,8.66958,0.00000
5.51378,1.31032,1.00000
-3.79616,9.64297,0.00000
-7.56189,-7.20511,2.00000
3.94578,1.59976,1.00000
-5.92949,-7.11150,2.00000
-9.85479,7.14271,3.00000
4.52126,2.96621,1.00000
-6.43865,-7.20165,2.00000
-3.04548,8.22464,0.00000
-6.84234,-7.07225,2.00000
-3.27720,8.57842,0.00000
-2.94358,8.48926,0.00000
4.28230,1.80143,1.00000
-8.96594,7.63254,3.00000
4.30130,1.12401,1.00000
-6.74577,-8.04208,2.00000
-3.53033,9.17888,0.00000
-9.77956,7.14018,3.00000
4.26610,1.08937,1.00000
-1.86087,10.35088,0.00000
4.10811,2.59613,1.00000
-2.44979,9.49422,0.00000
4.53154,1.89548,1.00000
-7.08165,-5.90544,2.00000
4.14773,3.08867,1.00000
4.06389,1.39108,1.00000
-1.85240,8.65305,0.00000
-9.73360,7.68052,3.00000
-7.72018,6.47919,3.00000
-8.12537,7.69391,3.00000
-6.29836,-7.96450,2.00000
-3.18295,9.07171,0.00000
-8.03313,7.16227,3.00000
-8.43392,6.60240,3.00000
4.99133,2.36949,1.00000
-8.47913,7.82802,3.00000
4.25214,2.06098,1.00000
5.26358,3.01715,1.00000
-7.90272,8.08497,3.00000
-6.29849,-6.87484,2.00000
-9.37183,7.09669,3.00000
3.05400,2.75279,1.00000
-8.01545,-6.42731,2.00000
-7.71286,6.48465,3.00000
4.10663,1.71033,1.00000
-2.28073,9.96701,0.00000
3.48366,1.72215,1.00000
4.51557,1.87218,1.00000
-6.80535,-8.41197,2.00000
4.59054,2.74488,1.00000
-3.56089,8.97036,0.00000
5.44629,1.60370,1.00000
-7.61909,-7.81465,2.00000
5.40596,2.58327,1.00000
-9.04489,6.50846,3.00000
-9.15103,7.32406,3.00000
-6.39730,-6.61376,2.00000
6.37602,2.08307,1.00000
-9.09826,6.72743,3.00000
5.00637,1.79462,1.00000
3.93539,2.58098,1.00000
3.84056,1.82502,1.00000
-2.57578,8.78116,0.00000
-6.95454,-7.00256,2.00000
-8.81394,7.16893,3.00000
-10.39219,7.03324,3.00000
-2.95663,8.90489,0.00000
4.80018,1.54678,1.00000
-6.23363,-7.42121,2.00000
-1.91975,7.25110,0.00000
-1.23054,9.30650,0.00000
-6.86218,-6.79409,2.00000
-6.65120,-6.50704,2.00000
-8.69863,-6.76028,2.00000
-6.39611,-7.10389,2.00000
-3.90822,8.43236,0.00000
-7.00618,-5.80714,2.00000
-8.10164,-7.09706,2.00000
-9.05168,7.53939,3.00000
-2.33392,9.59258,0.00000
-2.17390,8.41679,0.00000
5.56585,1.79564,1.00000
-1.88013,9.04067,0.00000
-1.10157,8.74825,0.00000
4.79737,1.24297,1.00000
4.99018,3.01844,1.00000
-7.24725,-7.64033,2.00000
4.36043,2.09619,1.00000
3.25087,1.25209,1.00000
4.32042,1.46105,1.00000
-6.93157,-7.16985,2.00000
-8.68133,7.11302,3.00000
3.61108,1.86371,1.00000
-9.89313,6.98686,3.00000
-2.85911,9.39441,0.00000
-7.38665,7.12519,3.00000
4.70311,3.42729,1.00000
-1.84472,8.68964,0.00000
-3.20763,9.41120,0.00000
-2.38254,9.37901,0.00000
-2.28251,8.31672,0.00000
3.77702,1.45327,1.00000
-7.70435,8.31669,3.00000
5.16871,2.03855,1.00000
-6.66512,-7.30571,2.00000
5.12718,1.93990,1.00000
-6.64536,-7.36721,2.00000
-7.22055,-7.96457,2.00000
-8.76105,7.00266,3.00000
4.81238,2.54043,1.00000
-2.76123,8.50463,0.00000
-8.52325,6.26869,3.00000
-1.04896,8.30395,0.00000
4.17154,2.56992,1.00000
-10.45218,8.29993,3.00000
-6.54059,-7.20543,2.00000
3.56817,3.22639,1.00000
3.73001,1.59188,1.00000
4.52786,0.82210,1.00000
4.60983,1.16468,1.00000
3.98558,2.58213,1.00000
-3.47033,9.47613,0.00000
4.37089,1.19340,1.00000
4.59524,1.80426,1.00000
-10.24001,6.40293,3.00000
-5.70583,-6.47062,2.00000
-7.23324,-7.13469,2.00000
3.94697,3.70845,1.00000
-3.15931,8.48866,0.00000
5.34642,1.42312,1.00000
-2.08983,9.13726,0.00000
-8.97489,7.62981,3.00000
-2.22110,8.35530,0.00000
-8.04374,7.68277,3.00000
-8.83426,6.54482,3.00000
4.08428,2.25093,1.00000
-7.39464,-7.24545,2.00000
-9.41436,8.59363,3.00000
-2.66393,9.06284,0.00000
3.67567,1.29933,1.00000
-3.30734,8.09771,0.00000
-9.15470,7.65601,3.00000
-9.18390,7.51058,3.00000
-1.89102,8.95980,0.00000
-2.13957,8.47638,0.00000
-6.91279,-7.22758,2.00000
-7.19186,-6.70106,2.00000
-5.95466,-5.99473,2.00000
-7.43008,-6.85090,2.00000
-3.04243,8.80450,0.00000
-3.19869,9.15336,0.00000
-2.16998,9.20152,0.00000
-2.56130,9.44876,0.00000
-9.96534,7.45997,3.00000
3.78845,2.97264,1.00000
-8.90616,7.50568,3.00000
-8.97284,6.98890,3.00000
4.12421,1.27431,1.00000
4.36405,2.15377,1.00000
-8.23216,6.56431,3.00000
4.16957,2.38059,1.00000
-6.27978,-6.21242,2.00000
-6.24039,-6.63979,2.00000
-2.04937,8.50864,0.00000
-8.44755,8.32058,3.00000
-2.66621,8.96567,0.00000
-1.99424,9.66242,0.00000
-6.30800,-7.15531,2.00000
-3.08033,8.20669,0.00000
-6.63373,-6.84083,2.00000
-8.48952,7.37179,3.00000
-9.33615,7.33174,3.00000
-9.90156,7.03950,3.00000
-6.34993,-7.58659,2.00000
-7.55060,6.71648,3.00000
-9.13235,7.58558,3.00000
-2.00958,9.24387,0.00000
-2.31988,8.97912,0.00000
-7.88663,5.88071,3.00000
4.11379,1.55579,1.00000
3.36381,1.61696,1.00000
-2.03087,8.86777,0.00000
-6.39335,-5.43301,2.00000
-8.45403,8.04898,3.00000
-2.61051,9.26212,0.00000
-6.92044,-5.99997,2.00000
4.24891,1.48656,1.00000
4.56953,1.46356,1.00000
-2.22908,7.60444,0.00000
-2.56020,10.33678,0.00000
-3.45292,9.02526,0.00000
-5.23916,-6.04127,2.00000
-8.26259,-8.22555,2.00000
-9.78746,6.54759,3.00000
-2.47091,9.32328,0.00000
-1.99532,7.93789,0.00000
-8.14621,6.88719,3.00000
-2.41099,8.55468,0.00000
-8.75788,7.46576,3.00000
-2.03204,10.68056,0.00000
-7.09974,-7.33191,2.00000
-9.28676,9.09646,3.00000
-8.01192,-6.26325,2.00000
-8.57114,7.31984,3.00000
-6.50158,-6.21231,2.00000
3.38558,1.30410,1.00000
-2.56495,9.33095,0.00000
-5.90501,-7.64618,2.00000
-7.13046,-7.82717,2.00000
4.62555,1.92820,1.00000
-2.78050,7.84852,0.00000
5.39017,3.65143,1.00000
4.88166,2.02472,1.00000
-3.70982,9.59243,0.00000
-1.92366,8.26688,0.00000
-7.70944,-6.19169,2.00000
-6.81830,-6.83858,2.00000
-2.03198,9.68804,0.00000
-2.63017,8.22394,0.00000
3.61325,1.30692,1.00000
-3.14649,7.92929,0.00000
-8.07139,6.72196,3.00000
-2.71980,8.16765,0.00000
-5.42491,-7.20251,2.00000
4.12019,1.40510,1.00000
3.74959,1.80722,1.00000
-6.67719,-6.98284,2.00000
-8.36719,6.25951,3.00000
-6.64203,-7.28417,2.00000
-8.45374,7.61432,3.00000
5.24504,2.25243,1.00000
-9.63588,6.91150,3.00000
-8.80086,6.81934,3.00000
-9.13160,7.65200,3.00000
-9.11917,7.68394,3.00000
-6.88074,-7.48118,2.00000
5.20344,1.70819,1.00000
-6.35042,-6.83246,2.00000
-6.98613,-6.39188,2.00000
-6.48191,-7.27490,2.00000
-8.95591,7.32618,3.00000
-7.90354,-5.92746,2.00000
-1.49396,8.22878,0.00000
-9.40976,6.54864,3.00000
-6.45112,-6.36730,2.00000
-2.41965,9.45929,0.00000
-9.25440,7.97242,3.00000
4.76403,2.40840,1.00000
-8.85862,6.99455,3.00000
-1.56342,9.91921,0.00000
4.71391,1.67245,1.00000
5.50087,2.73458,1.00000
-6.70338,-6.93728,2.00000
-8.75791,6.79225,3.00000
4.31292,2.20343,1.00000
-7.18414,-8.73997,2.00000
-5.57197,-6.74156,2.00000
4.84312,1.80573,1.00000
-2.20396,9.67159,0.00000
3.77589,1.97219,1.00000
5.16513,1.45686,1.00000
-7.16465,-6.32596,2.00000
-7.51101,-6.79854,2.00000
-9.81058,7.85724,3.00000
-1.98657,9.24219,0.00000
-8.01370,-7.25280,2.00000
-6.75343,-7.66329,2.00000
4.61465,1.80311,1.00000
-8.31984,7.79798,3.00000
-1.93503,9.58640,0.00000
5.35818,3.77003,1.00000
5.37899,1.52511,1.00000
-8.72985,7.27509,3.00000
-2.23902,8.19063,0.00000
4.06612,1.20299,1.00000
-1.18076,8.35076,0.00000
4.11588,1.87546,1.00000
4.58199,2.35645,1.00000
-9.36031,6.86523,3.00000
-7.66439,6.35267,3.00000
-10.10655,6.19695,3.00000
-6.41204,-7.27025,2.00000
4.02986,2.37609,1.00000
-3.22736,9.03154,0.00000
-9.59731,7.33134,3.00000
-7.60013,-6.09394,2.00000
-2.77573,8.12566,0.00000
-3.75421,9.23804,0.00000
-9.34976,7.31483,3.00000
-8.01926,7.39582,3.00000
-7.51529,-6.24849,2.00000
-2.49677,8.56032,0.00000
-9.18226,8.72464,3.00000
4.22651,1.69321,1.00000
3.61006,2.44736,1.00000
-3.10165,8.60485,0.00000
-9.13976,6.94486,3.00000
-6.19008,-6.97463,2.00000
4.37714,2.71896,1.00000
3.49676,1.41634,1.00000
-7.40830,-6.84246,2.00000
-3.42464,8.77271,0.00000
-9.49880,7.35673,3.00000
-6.07855,-6.86271,2.00000
4.43307,3.41975,1.00000
4.87088,0.98332,1.00000
-8.17482,7.62787,3.00000
-2.38093,7.76083,0.00000
-2.98977,9.82865,0.00000
-7.80753,-7.51511,2.00000
-2.57602,7.77091,0.00000
-3.79454,9.36988,0.00000
-6.03441,-5.75063,2.00000
-9.31917,7.55110,3.00000
-8.66636,7.35431,3.00000
-2.79598,9.51291,0.00000
-7.23477,-7.45956,2.00000
-8.47908,7.63883,3.00000
-1.03972,8.51993,0.00000
-2.90651,9.18462,0.00000
-2.56141,9.25480,0.00000
-8.89718,8.38474,3.00000
-9.27384,7.15798,3.00000
-7.25844,-6.71116,2.00000
4.81866,2.49370,1.00000
-2.74593,8.61107,0.00000
-8.74424,7.15484,3.00000
-6.53387,-6.93156,2.00000
-2.64812,7.73392,0.00000
3.42030,2.95381,1.00000
-1.39592,8.61588,0.00000
4.92766,2.14268,1.00000
-7.15260,-6.60645,2.00000
-7.13049,-7.04538,2.00000
-9.98593,6.91460,3.00000
-1.74209,9.24848,0.00000
-8.16412,9.04064,3.00000
-7.37140,-6.23186,2.00000
-0.78259,8.18649,0.00000
4.39914,1.26309,1.00000
-3.06916,7.67868,0.00000
4.10158,2.75680,1.00000
-8.53966,7.13186,3.00000
-2.58105,9.96881,0.00000
4.71460,2.67219,1.00000
-2.97151,8.46867,0.00000
-6.36329,-7.13095,2.00000
-3.23606,8.25745,0.00000
-5.13341,-6.85496,2.00000
-1.32738,8.59011,0.00000
5.95736,0.16578,1.00000
-2.83024,10.36889,0.00000
4.78134,2.61321,1.00000
-1.61692,8.21934,0.00000
-1.65968,9.17955,0.00000
3.69016,1.84220,1.00000
-8.83734,6.93077,3.00000
-7.94457,7.07777,3.00000
-9.64772,7.88717,3.00000
-7.22502,-7.75044,2.00000
-6.80865,-6.75077,2.00000
-2.19960,8.40858,0.00000
-2.58754,9.68003,0.00000
-8.53012,-6.80262,2.00000
-7.64046,-7.74228,2.00000
-9.22983,7.05914,3.00000
3.61532,2.58517,1.00000
-6.68171,-6.70509,2.00000
5.19182,1.14858,1.00000
-8.71117,8.08999,3.00000
-9.24699,7.62240,3.00000
-8.31353,7.88424,3.00000
-1.17592,9.00976,0.00000
-6.55911,-5.60113,2.00000
-8.63153,6.24564,3.00000
4.48570,2.63740,1.00000
-7.19025,-7.15306,2.00000
-2.36159,9.74635,0.00000
-9.19404,6.91823,3.00000
-6.88841,-6.87424,2.00000
-8.32282,6.60873,3.00000
-2.10586,9.99422,0.00000
-9.65871,7.82230,3.00000
-7.81162,7.29372,3.00000
4.67547,2.31182,1.00000
-8.62117,8.07082,3.00000
-6.32142,-7.25478,2.00000
-6.11984,-7.08910,2.00000
-9.84447,7.29457,3.00000
-9.55885,7.06640,3.00000
-9.91967,7.39303,3.00000
5.21900,2.03319,1.00000
4.64908,1.84259,1.00000
-6.66771,-6.34747,2.00000
-8.89286,6.97349,3.00000
-7.75891,-6.79080,2.00000
-6.18938,-6.48488,2.00000
-6.39433,-7.47335,2.00000
-7.34750,-6.51773,2.00000
-1.82849,9.62524,0.00000
-9.95858,8.43431,3.00000
-9.23806,8.26486,3.00000
-3.36707,9.10865,0.00000
-6.96638,-5.99965,2.00000
-8.89727,6.35882,3.00000
-10.17382,7.73512,3.00000
4.88191,1.50038,1.00000
-7.39846,-6.07702,2.00000
-9.07540,7.84392,3.00000
4.91278,2.63420,1.00000
-2.53879,8.88398,0.00000
-7.39617,-6.61363,2.00000
-9.33332,7.99074,3.00000
3.91145,1.24087,1.00000
-7.90027,-7.84169,2.00000
-2.33401,8.35774,0.00000
-9.61589,8.05350,3.00000
-7.72261,7.15311,3.00000
-7.19055,-6.87591,2.00000
-2.70081,9.00430,0.00000
-1.90604,9.49975,0.00000
-6.43984,-5.90932,2.00000
-9.79620,6.53983,3.00000
-8.04926,6.59132,3.00000
-7.75497,-5.54221,2.00000
-2.26464,9.25376,0.00000
-8.96052,8.08634,3.00000
5.96068,1.34142,1.00000
-3.31339,8.44102,0.00000
-7.99882,6.81844,3.00000
-6.67028,-7.71359,2.00000
4.83491,1.23693,1.00000
-6.23854,-6.95946,2.00000
3.85010,2.66162,1.00000
-5.61633,-6.07789,2.00000
-9.40784,8.22521,3.00000
-6.48910,-6.86977,2.00000
4.11848,3.38617,1.00000
-6.04677,-7.61290,2.00000
-3.32670,8.78442,0.00000
-8.49698,6.67416,3.00000
-3.89204,9.54006,0.00000
-2.56830,8.55737,0.00000
4.22134,3.13400,1.00000
-1.90813,9.39438,0.00000
-2.62411,9.27722,0.00000
-2.88577,7.51089,0.00000
-2.21682,9.07964,0.00000
-7.21229,-7.24703,2.00000
-2.03181,9.77852,0.00000
-1.45354,9.37228,0.00000
-2.63026,10.21248,0.00000
5.34551,2.22123,1.00000
-8.89118,8.79021,3.00000
5.76150,2.20624,1.00000
4.71943,1.59120,1.00000
-8.51928,6.20733,3.00000
4.62953,3.02879,1.00000
-9.96371,7.55205,3.00000
-8.21417,6.57259,3.00000
-2.14598,9.03395,0.00000
-6.57699,-7.83743,2.00000
4.54978,1.20707,1.00000
4.46456,1.60580,1.00000
-7.36416,-8.13985,2.00000
-8.31465,7.79349,3.00000
4.51296,2.08685,1.00000
-9.07264,7.60208,3.00000
-2.43426,8.77268,0.00000
4.76073,1.28722,1.00000
-9.87998,7.54130,3.00000
4.28332,1.65749,1.00000
-8.23213,7.23560,3.00000
-2.30725,9.54568,0.00000
4.57482,2.14202,1.00000
-1.98362,7.63621,0.00000
3.88512,1.88458,1.00000
-2.59239,9.36510,0.00000
-10.03950,7.00556,3.00000
-9.39485,7.62106,3.00000
-2.43462,9.45876,0.00000
-6.67643,-7.39255,2.00000
-6.13294,-7.22289,2.00000
-7.89093,7.65173,3.00000
4.46793,3.22021,1.00000
-7.62410,-6.33754,2.00000
4.55099,2.72536,1.00000
-2.52628,8.01873,0.00000
-2.79830,8.36560,0.00000
-7.38776,-6.83131,2.00000
-6.09502,-7.53103,2.00000
-6.70173,-6.43674,2.00000
-2.78937,10.33787,0.00000
-2.45230,9.83948,0.00000
-6.42814,-6.43181,2.00000
-6.97654,-7.40001,2.00000
-3.28730,8.98921,0.00000
4.94771,1.95967,1.00000
-8.92930,6.71023,3.00000
-2.47835,7.72925,0.00000
-7.32475,-6.39589,2.00000
-3.92133,7.03166,0.00000
-8.55268,8.02427,3.00000
-2.03840,10.34420,0.00000
-9.31494,6.74069,3.00000
-1.78642,9.80298,0.00000
-8.77068,8.06338,3.00000
-1.31866,8.14993,0.00000
-1.74957,8.74508,0.00000
-7.12519,-7.58748,2.00000
4.54749,2.76090,1.00000
-6.06533,-6.02956,2.00000
-7.00107,-7.07982,2.00000
3.51089,0.89146,1.00000
-2.14973,10.35984,0.00000
5.26236,0.75219,1.00000
-1.83217,9.36007,0.00000
-9.24959,7.66047,3.00000
-7.67995,6.04451,3.00000
-6.51983,-6.09125,2.00000
4.45948,2.06623,1.00000
-9.98921,8.02603,3.00000
5.40589,2.36638,1.00000
-1.62660,9.44595,0.00000
-6.74923,-8.18283,2.00000
-9.57771,7.52905,3.00000
-2.39190,9.82787,0.00000
2.85189,2.35202,1.00000
-3.65597,8.83257,0.00000
6.11531,1.63504,1.00000
4.67751,1.81849,1.00000
-9.48294,8.91904,3.00000
-6.32305,-7.05632,2.00000
-7.88156,6.94702,3.00000
-6.36403,-6.41101,2.00000
-6.40013,-6.40963,2.00000
5.84604,1.06399,1.00000
-10.07037,8.83696,3.00000
-8.98806,8.14411,3.00000
-2.78980,9.92403,0.00000
-8.63951,6.90470,3.00000
-1.61532,9.25090,0.00000
5.74037,1.71175,1.00000
-8.82364,7.17064,3.00000
-3.17392,10.06359,0.00000
-6.43855,-7.72711,2.00000
-3.06396,8.93397,0.00000
-7.22563,-6.23412,2.00000
-6.18026,-6.05191,2.00000
4.19078,0.21965,1.00000
4.97842,2.03388,1.00000
5.28694,1.42519,1.00000
-8.98811,7.22887,3.00000
-7.07742,-7.31295,2.00000
4.11678,2.66424,1.00000
-2.04773,9.67059,0.00000
-3.44630,8.39432,0.00000
4.32507,2.13274,1.00000
-8.50658,8.40601,3.00000
-8.82677,8.08230,3.00000
-1.95791,9.02613,0.00000
-10.37917,6.35325,3.00000
4.66050,0.95628,1.00000
4.80297,2.10144,1.00000
-3.80531,9.58727,0.00000
-9.25567,8.03011,3.00000
5.28548,0.96639,1.00000
-7.65866,-7.41657,2.00000
-8.99720,7.40710,3.00000
-9.59653,7.48680,3.00000
5.52771,2.33828,1.00000
4.84523,1.72097,1.00000
-1.79112,9.88074,0.00000
5.74568,2.76507,1.00000
4.37403,2.39743,1.00000
-9.37151,7.53156,3.00000
-7.78493,-7.38642,2.00000
5.53750,1.56593,1.00000
-2.53155,10.01674,0.00000
-8.28312,7.36336,3.00000
4.91233,1.43136,1.00000
-6.95625,-8.18455,2.00000
-7.93548,6.99237,3.00000
-7.53037,-6.46913,2.00000
4.56020,1.37134,1.00000
-2.97080,9.01709,0.00000
3.88929,0.98262,1.00000
-7.30400,-7.74325,2.00000
5.08097,2.53836,1.00000
3.94207,2.40887,1.00000
-1.84661,9.58892,0.00000
-6.88082,-7.36513,2.00000
-6.12859,-6.78194,2.00000
-10.59962,8.00972,3.00000
4.88114,1.97974,1.00000
5.66333,2.09525,1.00000
-7.91179,6.98464,3.00000
-8.91523,6.59820,3.00000
-2.40196,9.98195,0.00000
-7.48764,-6.64912,2.00000
-2.95408,9.16011,0.00000
-8.10534,7.42475,3.00000
-2.50405,8.25630,0.00000
-1.89947,7.34689,0.00000
-9.72586,7.53883,3.00000
-10.21120,7.77737,3.00000
-1.80724,8.50612,0.00000
-9.97478,8.34430,3.00000
-8.24383,6.60289,3.00000
-9.43505,6.78204,3.00000
-8.47410,7.97243,3.00000
-3.04350,9.04084,0.00000
-9.04278,7.09897,3.00000
-9.07891,7.87792,3.00000
-3.06253,9.34431,0.00000
-8.26162,7.61883,3.00000
5.61406,2.09209,1.00000
-9.00321,7.22202,3.00000
3.81454,0.78816,1.00000
-2.82370,8.33663,0.00000
-7.05144,-7.77591,2.00000
-7.03537,-7.87980,2.00000
5.51804,1.02160,1.00000
-1.72615,9.02342,0.00000
-2.43181,7.97985,0.00000
3.73052,2.03426,1.00000
-8.95927,6.52366,3.00000
-7.81699,-5.77839,2.00000
-2.19011,8.62505,0.00000
4.70010,2.90426,1.00000
5.58223,1.90206,1.00000
-6.62886,-6.71802,2.00000
3.83148,2.30809,1.00000
-6.81601,-7.83498,2.00000
-9.18602,7.92101,3.00000
-7.93329,-5.66239,2.00000
4.06666,1.66331,1.00000
-1.93889,8.80034,0.00000
5.03121,3.44525,1.00000
-9.42640,7.44868,3.00000
4.65217,1.64290,1.00000
4.69702,1.27109,1.00000
-6.73574,-7.00780,2.00000
4.90010,1.53224,1.00000
-1.87370,9.02648,0.00000
-9.17454,7.08222,3.00000
-2.88105,9.35300,0.00000
-8.10894,5.49168,3.00000
4.84272,1.98814,1.00000
-3.01346,8.00429,0.00000
3.68087,1.88768,1.00000
-6.76048,-7.09148,2.00000
-2.63851,9.39147,0.00000
-9.02572,8.18524,3.00000
-8.88772,7.43329,3.00000
-8.96077,7.39907,3.00000
-7.09630,-7.79646,2.00000
-1.07056,8.40190,0.00000
-8.05013,8.90525,3.00000
-8.57939,5.57673,3.00000
-7.71844,5.99197,3.00000
-8.65693,6.54678,3.00000
-8.31258,-6.08562,2.00000
-2.25662,9.58783,0.00000
4.78722,1.15727,1.00000
-2.92162,8.39851,0.00000
-1.46718,9.13999,0.00000
-3.23356,7.90224,0.00000
-7.59646,7.72440,3.00000
-7.03856,-6.66956,2.00000
-9.02343,6.80458,3.00000
-8.56019,7.60314,3.00000
-8.91852,8.17300,3.00000
-2.52776,8.39697,0.00000
-7.97529,7.27233,3.00000
3.80287,1.31382,1.00000
-2.97962,8.14451,0.00000
-7.58971,-7.00497,2.00000
-7.69474,7.03485,3.00000
-2.53163,9.03775,0.00000
4.50087,1.89362,1.00000
-8.51763,7.06964,3.00000
-2.53433,8.29359,0.00000
-10.08668,7.58718,3.00000
-8.70944,7.75535,3.00000
-7.99653,-6.96329,2.00000
-5.42733,-6.61207,2.00000
4.83522,2.90439,1.00000
-6.56869,-6.10379,2.00000
-8.60083,6.81361,3.00000
-10.10931,5.86288,3.00000
-6.71609,-5.94640,2.00000
-3.01441,9.13806,0.00000
-9.73559,7.61975,3.00000
5.73238,2.14559,1.00000
-1.89466,8.15175,0.00000
-2.07450,10.93447,0.00000
-7.49569,-6.72959,2.00000
5.31369,1.46904,1.00000
5.33369,1.66732,1.00000
-6.36444,-6.48438,2.00000
-3.24430,9.54453,0.00000
-1.88079,9.66480,0.00000
-1.80193,8.70226,0.00000
-6.67764,-7.51960,2.00000
6.11765,1.48634,1.00000
-10.80487,8.68530,3.00000
-2.59662,9.02527,0.00000
-6.86523,-6.37844,2.00000
-7.64361,-7.31839,2.00000
4.21252,2.51728,1.00000
-4.25698,9.02142,0.00000
4.71702,1.99305,1.00000
-5.71742,-6.57274,2.00000
5.01477,2.48117,1.00000
5.02267,3.04291,1.00000
5.52275,0.67758,1.00000
-6.83822,-7.98751,2.00000
-6.12901,-7.07238,2.00000
3.79203,1.40315,1.00000
-2.42928,8.15797,0.00000
-7.04697,-7.35624,2.00000
-8.77769,6.82102,3.00000
-2.35393,9.23949,0.00000
-5.87217,-6.75821,2.00000
3.99525,2.27127,1.00000
-8.71050,8.70467,3.00000
3.58490,1.65510,1.00000
-2.08465,9.06320,0.00000
4.67057,1.82351,1.00000
-7.62026,-6.62191,2.00000
-7.96906,6.69059,3.00000
-7.06638,7.41170,3.00000
-2.43960,9.86607,0.00000
-6.35859,-6.29508,2.00000
4.55028,1.67625,1.00000
-10.32105,6.16247,3.00000
5.28928,2.11319,1.00000
5.97485,2.01403,1.00000
-8.19328,7.21142,3.00000
-7.95447,6.51821,3.00000
-10.53254,8.94856,3.00000
-6.37732,-7.09457,2.00000
-2.09901,8.84418,0.00000
5.83411,2.00747,1.00000
-7.92160,-6.79206,2.00000
-8.56068,6.88124,3.00000
-6.02670,-6.75956,2.00000
4.27813,1.59864,1.00000
4.35862,2.38396,1.00000
-8.32677,-6.24571,2.00000
-9.55416,7.50268,3.00000
3.95913,0.64406,1.00000
5.48578,3.80104,1.00000
